ID,Title,Author,Organisation,Client,Year,item_link,Document Type,NSW Historic Theme,Original Document Quality,Contributor,Site Location,County,LGA,Address (export),Verified Address,Longitude,Latitude,Location Confidence,Suburb
85,"Archaeological Assessment and Statement of Impact. HPM Company Properties. Hill Street, Surry Hills.",Thorp W. | ,Cultural Resources Management | ,HPM Industries,2001,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13580_ID_Thorp2001HPMCoPropertiesSurryHillsArchAssess.pdf;query=;brand=default,Survey/Assessment,"Commerce | Domestic life | Towns, suburbs and villages | ",Original master copy | Poor quality image reproduction,Wendy Thorp Collection,"Hill Street, Surry Hills",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['SURRY HILLS']
86,"Archaeological Assessment and Statements of Heritage Impact for 5 Sculptures by Fiona Hall, Hilarie Mais, Susan Norrie & Phillip Sticklen, Kimio Tsuchiya, and Ken Unsworth. The Domain and Botanic Gardens.",,Anne Bickford Heritage Consultants | ,"City Projects, Sydney City Council",1999,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13025_ID_BickfordAssoc1999SculpturesTheDomainArchAssess.pdf;query=;brand=default,Survey/Assessment,Environment - cultural landscape | ,Original master copy,Anne Bickford Collection,"The Domain and Botanic Gardens, Sydney.",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
87,"Archaeological Assessment and Survey, Homebush Bay.",Thorp W. | ,,,1985,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13876_ID_Thorp1985HomebushBayArchAssess.pdf;query=;brand=default,Survey/Assessment,Environment - cultural landscape | ,Original master copy,Wendy Thorp Collection,"Silverwater Detention Centre and Mulawa Prison, Newington Arms Depot, the Homebush Abattoir and the land immediately surrounding.",Cumberland,Auburn City Council,No Street Address,not verified,not known,not known,unknown,['HOMEBUSH']
88,"Archaeological Assessment. Argyle Place Hotel Development, Newcastle.",,"Anne Bickford and Associates, Heritage Consultants | ",Richard Owens Investments,1997,http://nswaol.library.usyd.edu.au/view?docId=pdfs/12991_ID_BickfordAssoc1997ArgylePlcHotelNewcastleArchAssess.pdf;query=;brand=default,Survey/Assessment,Domestic life | ,Original master copy | Poor quality image reproduction,Anne Bickford Collection,"Wharf Road and Argyle Street, Sydney.",Northumberland,Newcastle City Council,No Street Address,not verified,not known,not known,unknown,[]
90,Archaeological Assessment: Bennelong Point EIS.,Thorp W. | ,Wendy Thorp | ,,1990,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13665_ID_Thorp1990BennelongPtEISArchAssess.pdf;query=;brand=default,Survey/Assessment,"Aboriginal cultures and interactions with other cultures | Towns, suburbs and villages | Transport | ",Original master copy | Original master copy,Wendy Thorp Collection,"Bennelong Point, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['LONG POINT']
94,"Archaeological Assessment. Bong Bong Reserve, Moss Vale. Revised Report.",Casey M. | Lowe T. | Jack R.I. | ,Casey & Lowe Associates | ,Bong Bong Reserve Management Committee | Wingecarribee Shire Council,2002,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13064_ID_CaseyEtal2002BongBongReserveMossValeRevisedRptArchAssess.pdf;query=;brand=default,Survey/Assessment,"Convict | Environment - cultural landscape | Government and administration | Towns, suburbs and villages | ",Photocopy,Ian Jack Collection,"Bong Bong, Southern Highlands",Camden,Wingecarribee Shire Council,No Street Address,not verified,not known,not known,unknown,[]
97,"Archaeological Assessment. CEO Office Site, Tyrrell, Church, Perkins, Wolfe Streets, Newcastle.",Thorp W. | ,,EJE Town Planning,1998,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13588_ID_Thorp1998CEOOfficeSiteNewcastleArchAssess.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Wendy Thorp,"Tyrrell, Church, Perkins and Wolfe Streets, Newcastle",Cumberland,Newcastle City Council,No Street Address,not verified,not known,not known,unknown,[]
98,"Archaeological Assessment Darling Island, Pyrmont.",Thorp W. | ,Wendy Thorp | PPK Consultants Pty Ltd | ,City West Development Corporation,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13507_ID_Thorp1994DarlingIslandPyrmontArchAssess.pdf;query=;brand=default,Excavation Report,Defence | Industry | Transport | ,Original master copy,Wendy Thorp Collection,"Darling Island, Pyrmont, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['PYRMONT']
99,Archaeological Assessment Dawes Point Reserve.,Thorp W. | ,Wendy Thorp | ,Sydney Electricity,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13429_ID_Thorp1994DawesPointReserveArchAssess.pdf;query=;brand=default,Survey/Assessment,Defence | Technology | Transport | ,Original master copy,Wendy Thorp Collection,"Dawes Point Reserve, Hickson Road, The Rocks, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['DAWES POINT']
100,Archaeological Assessment Dawes Pt. Battery.,Johnson A.W. | ,Sydney Cove Authority | ,,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/22536_ID_Johnson1994DawesPtBatteryArchAssess.pdf;query=;brand=default,Survey/Assessment,,Photocopy,Heritage Branch Library Collection,"Dawes Point, bounded by Lower Fort Street George Street and Hickson Road, Sydney NSW",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
101,Archaeological Assessment. Erina Creek Wharf Site. Concluding Report.,Varman R.V.J. | ,,Gosford City Council,1997,http://nswaol.library.usyd.edu.au/view?docId=pdfs/16170_ID_Varman1997ErinaCreekWharfArchSurvey.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Robert V. J. Varman Collection,"The Entrance Road, Erina",Northumberland,Gosford City Council,No Street Address,not verified,not known,not known,unknown,[]
102,Archaeological Assessment. Erina Creek Wharf Site. Concluding Report. [Colour version 1 of 2 pdfs],Varman R.V.J. | ,,Gosford City Council,1997,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15545_ID_Varman1997ErinaCreekWharfArchSurveyColour1of2.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Robert V. J. Varman Collection,"The Entrance Road, Erina",Northumberland,Gosford City Council,No Street Address,not verified,not known,not known,unknown,[]
103,Archaeological Assessment. Erina Creek Wharf Site. Concluding Report. [Colour version 2 of 2 pdfs],Varman R.V.J. | ,,Gosford City Council,1997,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15583_ID_Varman1997ErinaCreekWharfArchSurveyColour2of2.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Robert V. J. Varman Collection,"The Entrance Road, Erina",Northumberland,Gosford City Council,No Street Address,not verified,not known,not known,unknown,[]
104,"Archaeological Assessment. Erina Creek Wharf Site, Erina.",Varman R.V.J. | ,,Gosford City Council,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/16209_ID_Varman1996ErinaCreekWharfArchAssess.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"The Entrance Road, Erina",Brisbane,Gosford City Council,No Street Address,not verified,not known,not known,unknown,[]
105,"Archaeological Assessment. Erina Creek Wharf Site, Erina. [Colour version 1 of 2 pdfs]",Varman R.V.J. | ,,Gosford City Council,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15511_ID_Varman1996ErinaCreekWharfArchAssessColour1of2.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"The Entrance Road, Erina",Brisbane,Gosford City Council,No Street Address,not verified,not known,not known,unknown,[]
106,"Archaeological Assessment. Erina Creek Wharf Site, Erina. [Colour version 2 of 2 pdfs]",Varman R.V.J. | ,,Gosford City Council,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/15487_ID_Varman1996ErinaCreekWharfArchAssessColour2of2.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Robert V. J. Varman Collection,"The Entrance Road, Erina",Brisbane,Gosford City Council,No Street Address,not verified,not known,not known,unknown,[]
107,"Archaeological Assessment Fig Tree Free Baths Site, Woolloomooloo Bay.",,Anne Bickford Heritage Consultants | ,"City Projects, City of Sydney.",1999,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13041_ID_BickfordAssoc1999FigTreeBathsWoolloomoolooArchAssess.pdf;query=;brand=default,Survey/Assessment,Health | Leisure | ,Original master copy,Anne Bickford Collection,Western side of Wooloomooloo Bay,Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['WOOLLOOMOOLOO']
110,Archaeological Assessment Former Randwick Tramway Workshops and Randwick Bus Depot.,Thorp W. | ,Wendy Thorp | ,Public Works Department of New South Wales,1994,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13500_ID_Thorp1994RandwickTramWkshpAndBusDepotArchAssess.pdf;query=;brand=default,Survey/Assessment,"Towns, suburbs and villages | Transport | ",Original master copy,Wendy Thorp Collection,"King Street, Randwick, Sydney",Cumberland,Randwick City Council,No Street Address,not verified,not known,not known,unknown,['RANDWICK']
112,"Archaeological Assessment. Free Baths for Ladies Site, Woolloomooloo Bay, City of Sydney Sculpture Walk.",,Anne Bickford Heritage Consultants | ,"City Projects, City of Sydney.",1999,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13014_ID_BickfordAssoc1999LadiesBathsWoolloomoolooArchAssess.pdf;query=;brand=default,Survey/Assessment,Health | Leisure | ,Original master copy,Anne Bickford Collection,Western side of Wooloomooloo Bay,Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,"['SYDNEY', 'WOOLLOOMOOLOO']"
113,"Archaeological Assessment. General Bourke Hotel, Parramatta.",Thorp W. | ,,Kellie and Associates,1990,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13687_ID_Thorp1990GeneralBourkeHotelParramattaArchAssess.pdf;query=;brand=default,Survey/Assessment,,Photocopy | Poor quality image reproduction,Wendy Thorp Collection,"Corner of Church and Park Streets, Parramatta",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
115,Archaeological Assessment: Gloucester Street EIS.,Thorp W. | ,,Hassell Planning Consultants | White Property Developments Ltd.,1991,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13499_ID_Thorp1991GloucesterStSydneyArchAssessEIS.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Wendy Thorp Collection,"Gloucester Street, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
119,Archaeological Assessment Historic Buildings Queen Street Precinct Campbelltown.,Thorp W. | ,Wendy Thorp | ,Orwell and Peter Phillips Architects,2012,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13721_ID_ThorpNDHistBldingsQueenStPrecinctCambelltownArchAssess.pdf;query=;brand=default,Heritage/Conservation,"Accommodation | Commerce | Environment - cultural landscape | Towns, suburbs and villages | ",Original master copy | Original master copy,Wendy Thorp Collection,"Queen Street, Campbelltown, NSW",Cumberland,Campbelltown City Council,No Street Address,not verified,not known,not known,unknown,['CAMPBELLTOWN']
120,"Archaeological Assessment. Hunters Hill High School, Hunters Hill.",Bickford A. | ,Archaeology And Heritage Pty Ltd | ,New South Wales Department of Commerce,2003,http://nswaol.library.usyd.edu.au/view?docId=pdfs/12934_ID_Bickford2003HuntersHillHighSchoolArchAssess.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Anne Bickford Collection,"Hunters Hill High School, Reiby Rd, Hunters Hill",Cumberland,The Council of the Municipality of Hunters Hill,No Street Address,not verified,not known,not known,unknown,['HUNTERS HILL']
121,"Archaeological Assessment, Lawson Site, Botanic Gardens, City of Sydney Sculpture Walk.",,Anne Bickford Heritage Consultants | ,"City Projects, City of Sydney.",1999,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13001_ID_BickfordAssoc1999LawsonSiteSydneyBotanicGardensArchAssess.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Anne Bickford Collection,Western side of Wooloomooloo Bay,Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['SYDNEY']
122,Archaeological Assessment. Lismore Railway Station. Nextgen Fibre Optic Cable Project.,Thorp W. | ,Cultural Resources Management | ,Sinclair Knight Merz,2002,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13843_ID_Thorp2002LismoreRailwayStnNextgenProjectArchAssess.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Wendy Thorp Collection,Southern Side of Lismore Railway Station,Rous,Lismore City Council,No Street Address,not verified,not known,not known,unknown,[]
125,"Archaeological Assessment ""Moore Hall"" Site Liverpool District Hospital.",Thorp W. | ,Wendy Thorp | ,Capworks Management P.L. | South Western Sydney Area Health Service,1993,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13497_ID_Thorp1993MooreHallLiverpoolHospitalArchAssess.pdf;query=;brand=default,Survey/Assessment,"Education | Health | Towns, suburbs and villages | Welfare | ",Original master copy | Poor quality image reproduction,Wendy Thorp Collection,"Elizabeth, Goulburn and Campbell Streets, Liverpool",Cumberland,Liverpool City Council,No Street Address,not verified,not known,not known,unknown,['LIVERPOOL']
127,"Archaeological Assessment, North West Corner of Munster and Clarence Streets, Port Macquarie. Final Report.",Bickford A. | ,Anne Bickford Heritage Consultants | ,King & Campbell,2003,http://nswaol.library.usyd.edu.au/view?docId=pdfs/12937_ID_Bickford2003MunsterClarenceStPtMacquarieArchAssess.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Anne Bickford Collection,"North West corner of Munster and Clarence Streets, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,[]
128,"Archaeological Assessment. Northern Concourse, Central Station, Sydney.",Thorp W. | ,Cultural Resources Management | ,Abigroup,1999,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13547_ID_Thorp1999NorthernConcourseCentralStationArchAssess.pdf;query=;brand=default,Survey/Assessment,Transport | ,Original master copy,Wendy Thorp Collection,"Great Southern and Western Railway, Eddy Avenue, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['SYDNEY']
129,"Archaeological Assessment of the Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta, N.S.W. for the Cumberland Hospital Conservation Plan.",,Edward Higginbotham and Associates Pty Ltd. | ,N.S.W. Health Department,1992,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13175_ID_Higginbotham1992ArchAssessAprilCumberlandHospitalHrtgPrecinct.pdf;query=;brand=default,Survey/Assessment,Convict | Health | Welfare | ,Original master copy,Edward Higginbotham Collection,"Cumberland Hospital Heritage Precinct, Fleet Street, Parramatta. NSW",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
130,"Archaeological Assessment of the Eagle Farm Agricultural Establishment, Female Factory and Prison, Eagle Farm, Brisbane, Queensland. Stage 2.",,Edward Higginbotham and Associates Pty Ltd. | ,"Australian Construction Services, Brisbane, Queensland",1991,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13207_ID_Higginbotham1991EagleFarmFemFactPrisonQLDArchAssess.pdf;query=;brand=default,Survey/Assessment,Agriculture | Convict | Law and order | ,Original master copy,Edward Higginbotham Collection,"Eagle Farm, Brisbane, Queensland.",,,No Street Address,not verified,not known,not known,unknown,[]
131,"Archaeological Assessment. Pedestrian Mall, Bondi Junction.",Thorp W. | ,Cultural Resources Management | ,Tract Consultants Pty Ltd,2003,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13809_ID_Thorp2003PedestrianMallBondiJunctionArchAssess.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Wendy Thorp Collection,"Oxford Street, Bondi Junction.",Cumberland,Waverley Council,No Street Address,not verified,not known,not known,unknown,"['BONDI JUNCTION', 'BONDI']"
133,"Archaeological Assessment, Phillip Lane, City of Sydney.",Bickford A. | ,Anne Bickford Heritage Consultants | ,Bovis Lend Lease,2002,http://nswaol.library.usyd.edu.au/view?docId=pdfs/12974_ID_Bickford2002PhillipLaneArchAssess.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Anne Bickford Collection,"Phillip Lane, Sydney.",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['SYDNEY']
134,"Archaeological Assessment. P.J. Gallaghers Hotel, Parramatta.",Thorp W. | ,Cultural Resources Management | ,Paynter Dixon Constructions Pty Ltd,2002,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13833_ID_Thorp2002PJGallaghersHotelParramattaArchAssess.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Wendy Thorp Collection,"Corner of Church and Parks Streets, Parramatta.",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,['PARRAMATTA']
135,Archaeological Assessment Point Street Park Site Pyrmont.,Thorp W. | ,Wendy Thorp | ,Department of Public Works | City West,1995,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13487_ID_Thorp1995PointStParkPyrmontArchAssess.pdf;query=;brand=default,Survey/Assessment,"Domestic life | Land tenure | Towns, suburbs and villages | ",Original master copy,Wendy Thorp Collection,"Point and Herbert Streets, Pyrmont",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['PYRMONT']
136,"Archaeological Assessment. Proposed Museum Site Service Area. Baker Street, Windsor.",Thorp W. | ,Cultural Resources Management | ,Hawkesbury Shire Council,2004,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13797_ID_Thorp2004ProposedMuseumSiteBakerStWindsorArchAssess.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Wendy Thorp Collection,"Baker Street, Windsor.",Cumberland,Hawkesbury City Council,No Street Address,not verified,not known,not known,unknown,['WINDSOR']
137,"Archaeological Assessment. Residential Development, Bourke Street, East Sydney.",Thorp W. | ,Cultural Resources Management | ,Page Kirkland Partnership P/L,1999,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13568_ID_Thorp1999ResidentialDevBourkeStEastSydneyArchAssess.pdf;query=;brand=default,Survey/Assessment,Commerce | Domestic life | ,Original master copy,Wendy Thorp Collection,"Burton, Bourke and Palmer Streets and Kings Lane, East Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['SYDNEY']
138,Archaeological Assessment: Royal Newcastle Hospital.,Thorp W. | ,,Hunter Area Health Service,1991,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13518_ID_Thorp1991RoyalNewcastleHospitalArchAssess.pdf;query=;brand=default,Survey/Assessment,Health | Welfare | ,Original master copy,Wendy Thorp Collection,"Royal Newcastle Hospital, Pacific Street, Newcastle.",Northumberland,Newcastle City Council,No Street Address,not verified,not known,not known,unknown,[]
139,"Archaeological Assessment, Saint Margaret's East, Surry Hills.",Bickford A. | ,Archaeology And Heritage Pty Ltd | ,Summit Projects Australia,2003,http://nswaol.library.usyd.edu.au/view?docId=pdfs/12963_ID_Bickford2003StMargaretSurryHillsArchAssess.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Anne Bickford Collection,"Saint Margaret's East, Surry Hills",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['SURRY HILLS']
140,Archaeological Assessment: Scheyville Former Officer Training Camp.,Thorp W. | ,,Hawkesbury City Council,1991,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13485_ID_Thorp1991ScheyvilleOfficerTrainingCampArchAssess.pdf;query=;brand=default,Survey/Assessment,Agriculture | Defence | Labour | Migration | ,Original master copy,Wendy Thorp Collection,"Bound by Old Pitt Town Road, Scheyville Road, Midson Road and Dormitory Hill Road, Scheyville, NSW",Cumberland,Hawkesbury City Council,No Street Address,not verified,not known,not known,unknown,['SCHEYVILLE']
141,Archaeological Assessment Sites I and K Pyrmont.,Thorp W. | ,Wendy Thorp | ,City West Development Corporation,1995,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13422_ID_Thorp1995SitesKandIPyrmontArchAssess.pdf;query=;brand=default,Survey/Assessment,"Domestic life | Towns, suburbs and villages | ",Original master copy,Wendy Thorp Collection,"Bayview Street and Ways Terrace, Pyrmont, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['PYRMONT']
142,"Archaeological Assessment. Sites M and N, Master Plan II Area, Pyrmont.",Thorp W. | ,,City West Development Corporation,1996,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13542_ID_Thorp1996SitesMandNMasterPlanIIAreaPyrmontArchAssess.pdf;query=;brand=default,Survey/Assessment,Commerce | Domestic life | Industry | Technology | ,Original master copy,Wendy Thorp,"Harris and John Streets, Pyrmont",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,['PYRMONT']
144,"Archaeological Assessment. St John's Centre of Ministry, Morpeth.",Thorp W. | ,,EJE Town Planning,1998,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13540_ID_Thorp1998StJohnsCentreMorpethArchAssess.pdf;query=;brand=default,Survey/Assessment,,Original master copy,Wendy Thorp,"Tank St, Morpeth",Northumberland,Maitland City Council,No Street Address,not verified,not known,not known,unknown,[]
146,Archaeological Assessment St Patricks Cemetery Church Street North Parramatta.,Thorp W. | ,Wendy Thorp | ,Roads and Traffic Authority,1993,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13532_ID_Thorp1993StPatricksCemeteryParramattaArchAssess.pdf;query=;brand=default,Survey/Assessment,Birth and Death | Religion | ,Original master copy,Wendy Thorp Collection,"Church Street, North Parramatta, NSW 2151",Cumberland,Parramatta City Council,No Street Address,not verified,not known,not known,unknown,"['PARRAMATTA', 'NORTH PARRAMATTA']"
149,"Archaeological Assessment Sydney City Mission Hostel Site Commonwealth, Hunt and Campbell Streets, Surry Hills.",Thorp W. | ,Wendy Thorp | ,Jackson Teece Chesterman and Willis | Sydney City Mission,1995,http://nswaol.library.usyd.edu.au/view?docId=pdfs/13424_ID_Thorp1995SydneyMissionHostelSiteSurryHillsArchAssess.pdf;query=;brand=default,Survey/Assessment,"Commerce | Domestic life | Towns, suburbs and villages | ",Original master copy,Wendy Thorp Collection,"Commonwealth, Hunt and Cambell Streets, Surry Hills, Sydney",Cumberland,Council of the City of Sydney,No Street Address,not verified,not known,not known,unknown,"['SYDNEY', 'SURRY HILLS']"
